time,equity
2023-07-20 13:30:00-04:00,100000.000000
2023-07-20 15:55:00-04:00,100000.000000
2023-07-21 13:30:00-04:00,100000.000000
2023-07-21 15:55:00-04:00,100000.000000
2023-07-24 13:30:00-04:00,100000.000000
2023-07-24 15:55:00-04:00,100000.000000
2023-07-25 13:30:00-04:00,100000.000000
2023-07-25 15:55:00-04:00,100000.000000
2023-07-26 13:30:00-04:00,100000.000000
2023-07-26 15:55:00-04:00,100000.000000
2023-07-27 13:30:00-04:00,100000.000000
2023-07-27 15:55:00-04:00,100000.000000
2023-07-28 13:30:00-04:00,100000.000000
2023-07-28 15:55:00-04:00,100000.000000
2023-07-31 13:30:00-04:00,100000.000000
2023-07-31 15:55:00-04:00,100000.000000
2023-08-01 13:30:00-04:00,100000.000000
2023-08-01 15:55:00-04:00,100000.000000
2023-08-02 13:30:00-04:00,100000.000000
2023-08-02 15:55:00-04:00,100000.000000
2023-08-03 13:30:00-04:00,100000.000000
2023-08-03 15:55:00-04:00,100000.000000
2023-08-04 13:30:00-04:00,100000.000000
2023-08-04 15:55:00-04:00,100000.000000
2023-08-07 13:30:00-04:00,100000.000000
2023-08-07 15:55:00-04:00,100000.000000
2023-08-08 13:30:00-04:00,100000.000000
2023-08-08 15:55:00-04:00,100000.000000
2023-08-09 13:30:00-04:00,100000.000000
2023-08-09 15:55:00-04:00,100000.000000
2023-08-10 13:30:00-04:00,100000.000000
2023-08-10 15:55:00-04:00,100000.000000
2023-08-11 13:30:00-04:00,100000.000000
2023-08-11 15:55:00-04:00,100000.000000
2023-08-14 13:30:00-04:00,100000.000000
2023-08-14 15:55:00-04:00,100000.000000
2023-08-15 13:30:00-04:00,100000.000000
2023-08-15 15:55:00-04:00,100000.000000
2023-08-16 13:30:00-04:00,100000.000000
2023-08-16 15:55:00-04:00,100000.000000
2023-08-17 13:30:00-04:00,100000.000000
2023-08-17 15:55:00-04:00,100000.000000
2023-08-18 13:30:00-04:00,100000.000000
2023-08-18 15:55:00-04:00,100000.000000
2023-08-21 13:30:00-04:00,100000.000000
2023-08-21 15:55:00-04:00,100000.000000
2023-08-22 13:30:00-04:00,100000.000000
2023-08-22 15:55:00-04:00,100000.000000
2023-08-23 13:30:00-04:00,100000.000000
2023-08-23 15:55:00-04:00,100000.000000
2023-08-24 13:30:00-04:00,100000.000000
2023-08-24 15:55:00-04:00,100000.000000
2023-08-25 13:30:00-04:00,100000.000000
2023-08-25 15:55:00-04:00,100000.000000
2023-08-28 13:30:00-04:00,100000.000000
2023-08-28 15:55:00-04:00,100000.000000
2023-08-29 13:30:00-04:00,100000.000000
2023-08-29 15:55:00-04:00,100000.000000
2023-08-30 13:30:00-04:00,100000.000000
2023-08-30 15:55:00-04:00,100000.000000
2023-08-31 13:30:00-04:00,100000.000000
2023-08-31 15:55:00-04:00,100000.000000
2023-09-01 13:30:00-04:00,100000.000000
2023-09-01 15:55:00-04:00,100000.000000
2023-09-05 13:30:00-04:00,100000.000000
2023-09-05 15:55:00-04:00,100000.000000
2023-09-06 13:30:00-04:00,100000.000000
2023-09-06 15:55:00-04:00,100000.000000
2023-09-07 13:30:00-04:00,100000.000000
2023-09-07 15:55:00-04:00,100000.000000
2023-09-08 13:30:00-04:00,100000.000000
2023-09-08 15:55:00-04:00,100000.000000
2023-09-11 13:30:00-04:00,100000.000000
2023-09-11 15:55:00-04:00,100000.000000
2023-09-12 13:30:00-04:00,100000.000000
2023-09-12 15:55:00-04:00,100000.000000
2023-09-13 13:30:00-04:00,100000.000000
2023-09-13 15:55:00-04:00,100000.000000
2023-09-14 13:30:00-04:00,100000.000000
2023-09-14 15:55:00-04:00,100000.000000
2023-09-15 13:30:00-04:00,100000.000000
2023-09-15 15:55:00-04:00,100000.000000
2023-09-18 13:30:00-04:00,100000.000000
2023-09-18 15:55:00-04:00,100000.000000
2023-09-19 13:30:00-04:00,100000.000000
2023-09-19 15:55:00-04:00,100000.000000
2023-09-20 13:30:00-04:00,100000.000000
2023-09-20 15:55:00-04:00,100000.000000
2023-09-21 13:30:00-04:00,100000.000000
2023-09-21 15:55:00-04:00,100000.000000
2023-09-22 13:30:00-04:00,100000.000000
2023-09-22 15:55:00-04:00,100000.000000
2023-09-25 13:30:00-04:00,100000.000000
2023-09-25 15:55:00-04:00,100000.000000
2023-09-26 13:30:00-04:00,100000.000000
2023-09-26 15:55:00-04:00,100000.000000
2023-09-27 13:30:00-04:00,100000.000000
2023-09-27 15:55:00-04:00,100000.000000
2023-09-28 13:30:00-04:00,100000.000000
2023-09-28 15:55:00-04:00,100000.000000
2023-09-29 13:30:00-04:00,100000.000000
2023-09-29 15:55:00-04:00,100000.000000
2023-10-02 13:30:00-04:00,100000.000000
2023-10-02 15:55:00-04:00,100000.000000
2023-10-03 13:30:00-04:00,100000.000000
2023-10-03 15:55:00-04:00,100000.000000
2023-10-04 13:30:00-04:00,100000.000000
2023-10-04 15:55:00-04:00,100000.000000
2023-10-05 13:30:00-04:00,100000.000000
2023-10-05 15:55:00-04:00,100000.000000
2023-10-06 13:30:00-04:00,100000.000000
2023-10-06 15:55:00-04:00,100000.000000
2023-10-09 13:30:00-04:00,100000.000000
2023-10-09 15:55:00-04:00,100000.000000
2023-10-10 13:30:00-04:00,100000.000000
2023-10-10 15:55:00-04:00,100000.000000
2023-10-11 13:30:00-04:00,100000.000000
2023-10-11 15:55:00-04:00,100000.000000
2023-10-12 13:30:00-04:00,100000.000000
2023-10-12 15:55:00-04:00,100000.000000
2023-10-13 13:30:00-04:00,100000.000000
2023-10-13 15:55:00-04:00,100000.000000
2023-10-16 13:30:00-04:00,100000.000000
2023-10-16 15:55:00-04:00,100000.000000
2023-10-17 13:30:00-04:00,100000.000000
2023-10-17 15:55:00-04:00,100000.000000
2023-10-18 13:30:00-04:00,100000.000000
2023-10-18 15:55:00-04:00,100000.000000
2023-10-19 13:30:00-04:00,100000.000000
2023-10-19 15:55:00-04:00,100000.000000
2023-10-20 13:30:00-04:00,98000.000000
2023-10-20 15:55:00-04:00,98000.000000
2023-10-23 13:30:00-04:00,98000.000000
2023-10-23 15:55:00-04:00,98000.000000
2023-10-24 13:30:00-04:00,98000.000000
2023-10-24 15:55:00-04:00,98000.000000
2023-10-25 13:30:00-04:00,98000.000000
2023-10-25 15:55:00-04:00,98000.000000
2023-10-26 13:30:00-04:00,98000.000000
2023-10-26 15:55:00-04:00,98000.000000
2023-10-27 13:30:00-04:00,98000.000000
2023-10-27 15:55:00-04:00,98000.000000
2023-10-30 13:30:00-04:00,98000.000000
2023-10-30 15:55:00-04:00,98000.000000
2023-10-31 13:30:00-04:00,98000.000000
2023-10-31 15:55:00-04:00,98000.000000
2023-11-01 13:30:00-04:00,98000.000000
2023-11-01 15:55:00-04:00,98000.000000
2023-11-02 13:30:00-04:00,98000.000000
2023-11-02 15:55:00-04:00,98000.000000
2023-11-03 13:30:00-04:00,96040.000000
2023-11-03 15:55:00-04:00,96040.000000
2023-11-06 13:30:00-05:00,96040.000000
2023-11-06 15:55:00-05:00,96040.000000
2023-11-07 13:30:00-05:00,96040.000000
2023-11-07 15:55:00-05:00,96040.000000
2023-11-08 13:30:00-05:00,96040.000000
2023-11-08 15:55:00-05:00,96040.000000
2023-11-09 13:30:00-05:00,96040.000000
2023-11-09 15:55:00-05:00,96040.000000
2023-11-10 13:30:00-05:00,96040.000000
2023-11-10 15:55:00-05:00,96040.000000
2023-11-13 13:30:00-05:00,96040.000000
2023-11-13 15:55:00-05:00,96040.000000
2023-11-14 13:30:00-05:00,96040.000000
2023-11-14 15:55:00-05:00,96040.000000
2023-11-15 13:30:00-05:00,96040.000000
2023-11-15 15:55:00-05:00,96040.000000
2023-11-16 13:30:00-05:00,96040.000000
2023-11-16 15:55:00-05:00,96040.000000
2023-11-17 13:30:00-05:00,96040.000000
2023-11-17 15:55:00-05:00,96040.000000
2023-11-20 13:30:00-05:00,96040.000000
2023-11-20 15:55:00-05:00,96040.000000
2023-11-21 13:30:00-05:00,96040.000000
2023-11-21 15:55:00-05:00,96040.000000
2023-11-22 13:30:00-05:00,96040.000000
2023-11-22 15:55:00-05:00,96040.000000
2023-11-24 12:55:00-05:00,96040.000000
2023-11-27 13:30:00-05:00,96040.000000
2023-11-27 15:55:00-05:00,96040.000000
2023-11-28 13:30:00-05:00,96040.000000
2023-11-28 15:55:00-05:00,96040.000000
2023-11-29 13:30:00-05:00,96040.000000
2023-11-29 15:55:00-05:00,96040.000000
2023-11-30 13:30:00-05:00,96040.000000
2023-11-30 15:55:00-05:00,96040.000000
2023-12-01 13:30:00-05:00,96040.000000
2023-12-01 15:55:00-05:00,96040.000000
2023-12-04 13:30:00-05:00,96040.000000
2023-12-04 15:55:00-05:00,96040.000000
2023-12-05 13:30:00-05:00,96040.000000
2023-12-05 15:55:00-05:00,96040.000000
2023-12-06 13:30:00-05:00,96040.000000
2023-12-06 15:55:00-05:00,96040.000000
2023-12-07 13:30:00-05:00,96040.000000
2023-12-07 15:55:00-05:00,96040.000000
2023-12-08 13:30:00-05:00,96040.000000
2023-12-08 15:55:00-05:00,96040.000000
2023-12-11 13:30:00-05:00,96040.000000
2023-12-11 15:55:00-05:00,96040.000000
2023-12-12 13:30:00-05:00,96040.000000
2023-12-12 15:55:00-05:00,96040.000000
2023-12-13 13:30:00-05:00,96040.000000
2023-12-13 15:55:00-05:00,96040.000000
2023-12-14 13:30:00-05:00,96040.000000
2023-12-14 15:55:00-05:00,96040.000000
2023-12-15 13:30:00-05:00,96040.000000
2023-12-15 15:55:00-05:00,96040.000000
2023-12-18 13:30:00-05:00,96040.000000
2023-12-18 15:55:00-05:00,96040.000000
2023-12-19 13:30:00-05:00,96040.000000
2023-12-19 15:55:00-05:00,96040.000000
2023-12-20 13:30:00-05:00,96040.000000
2023-12-20 15:55:00-05:00,96040.000000
2023-12-21 13:30:00-05:00,96040.000000
2023-12-21 15:55:00-05:00,96040.000000
2023-12-22 13:30:00-05:00,96040.000000
2023-12-22 15:55:00-05:00,96040.000000
2023-12-26 13:30:00-05:00,96040.000000
2023-12-26 15:55:00-05:00,96040.000000
2023-12-27 13:30:00-05:00,96040.000000
2023-12-27 15:55:00-05:00,96040.000000
2023-12-28 13:30:00-05:00,96040.000000
2023-12-28 15:55:00-05:00,96040.000000
2023-12-29 13:30:00-05:00,96040.000000
2023-12-29 15:55:00-05:00,96040.000000
2024-01-02 13:30:00-05:00,99832.683009
2024-01-02 15:55:00-05:00,99832.683009
2024-01-03 13:30:00-05:00,99832.683009
2024-01-03 15:55:00-05:00,99832.683009
2024-01-04 13:30:00-05:00,99832.683009
2024-01-04 15:55:00-05:00,99832.683009
2024-01-05 13:30:00-05:00,99832.683009
2024-01-05 15:55:00-05:00,99832.683009
2024-01-08 13:30:00-05:00,99832.683009
2024-01-08 15:55:00-05:00,99832.683009
2024-01-09 13:30:00-05:00,99832.683009
2024-01-09 15:55:00-05:00,99832.683009
2024-01-10 13:30:00-05:00,99832.683009
2024-01-10 15:55:00-05:00,99832.683009
2024-01-11 13:30:00-05:00,99832.683009
2024-01-11 15:55:00-05:00,99832.683009
2024-01-12 13:30:00-05:00,99832.683009
2024-01-12 15:55:00-05:00,99832.683009
2024-01-16 13:30:00-05:00,99832.683009
2024-01-16 15:55:00-05:00,99832.683009
2024-01-17 13:30:00-05:00,99832.683009
2024-01-17 15:55:00-05:00,99832.683009
2024-01-18 13:30:00-05:00,99832.683009
2024-01-18 15:55:00-05:00,99832.683009
2024-01-19 13:30:00-05:00,99832.683009
2024-01-19 15:55:00-05:00,99832.683009
2024-01-22 13:30:00-05:00,99832.683009
2024-01-22 15:55:00-05:00,99832.683009
2024-01-23 13:30:00-05:00,99832.683009
2024-01-23 15:55:00-05:00,99832.683009
2024-01-24 13:30:00-05:00,99832.683009
2024-01-24 15:55:00-05:00,99832.683009
2024-01-25 13:30:00-05:00,99832.683009
2024-01-25 15:55:00-05:00,99832.683009
2024-01-26 13:30:00-05:00,99832.683009
2024-01-26 15:55:00-05:00,99832.683009
2024-01-29 13:30:00-05:00,99832.683009
2024-01-29 15:55:00-05:00,99832.683009
2024-01-30 13:30:00-05:00,99832.683009
2024-01-30 15:55:00-05:00,99832.683009
2024-01-31 13:30:00-05:00,97836.029349
2024-01-31 15:55:00-05:00,97836.029349
2024-02-01 13:30:00-05:00,97836.029349
2024-02-01 15:55:00-05:00,97836.029349
2024-02-02 13:30:00-05:00,97836.029349
2024-02-02 15:55:00-05:00,97836.029349
2024-02-05 13:30:00-05:00,97836.029349
2024-02-05 15:55:00-05:00,97836.029349
2024-02-06 13:30:00-05:00,97836.029349
2024-02-06 15:55:00-05:00,97836.029349
2024-02-07 13:30:00-05:00,97836.029349
2024-02-07 15:55:00-05:00,97836.029349
2024-02-08 13:30:00-05:00,97836.029349
2024-02-08 15:55:00-05:00,97836.029349
2024-02-09 13:30:00-05:00,97836.029349
2024-02-09 15:55:00-05:00,97836.029349
2024-02-12 13:30:00-05:00,97836.029349
2024-02-12 15:55:00-05:00,97836.029349
2024-02-13 13:30:00-05:00,95879.308762
2024-02-13 15:55:00-05:00,95879.308762
2024-02-14 13:30:00-05:00,95879.308762
2024-02-14 15:55:00-05:00,95879.308762
2024-02-15 13:30:00-05:00,95879.308762
2024-02-15 15:55:00-05:00,95879.308762
2024-02-16 13:30:00-05:00,95879.308762
2024-02-16 15:55:00-05:00,95879.308762
2024-02-20 13:30:00-05:00,95879.308762
2024-02-20 15:55:00-05:00,95879.308762
2024-02-21 13:30:00-05:00,95879.308762
2024-02-21 15:55:00-05:00,95879.308762
2024-02-22 13:30:00-05:00,95879.308762
2024-02-22 15:55:00-05:00,95879.308762
2024-02-23 13:30:00-05:00,95879.308762
2024-02-23 15:55:00-05:00,95879.308762
2024-02-26 13:30:00-05:00,95879.308762
2024-02-26 15:55:00-05:00,95879.308762
2024-02-27 13:30:00-05:00,95879.308762
2024-02-27 15:55:00-05:00,95879.308762
2024-02-28 13:30:00-05:00,95879.308762
2024-02-28 15:55:00-05:00,95879.308762
2024-02-29 13:30:00-05:00,95879.308762
2024-02-29 15:55:00-05:00,95879.308762
2024-03-01 13:30:00-05:00,95879.308762
2024-03-01 15:55:00-05:00,95879.308762
2024-03-04 13:30:00-05:00,95879.308762
2024-03-04 15:55:00-05:00,95879.308762
2024-03-05 13:30:00-05:00,95879.308762
2024-03-05 15:55:00-05:00,95879.308762
2024-03-06 13:30:00-05:00,95879.308762
2024-03-06 15:55:00-05:00,95879.308762
2024-03-07 13:30:00-05:00,95879.308762
2024-03-07 15:55:00-05:00,95879.308762
2024-03-08 13:30:00-05:00,95879.308762
2024-03-08 15:55:00-05:00,95879.308762
2024-03-11 13:30:00-04:00,95879.308762
2024-03-11 15:55:00-04:00,95879.308762
2024-03-12 13:30:00-04:00,95879.308762
2024-03-12 15:55:00-04:00,95879.308762
2024-03-13 13:30:00-04:00,95879.308762
2024-03-13 15:55:00-04:00,95879.308762
2024-03-14 13:30:00-04:00,95879.308762
2024-03-14 15:55:00-04:00,95879.308762
2024-03-15 13:30:00-04:00,95879.308762
2024-03-15 15:55:00-04:00,95879.308762
2024-03-18 13:30:00-04:00,95879.308762
2024-03-18 15:55:00-04:00,95879.308762
2024-03-19 13:30:00-04:00,95879.308762
2024-03-19 15:55:00-04:00,95879.308762
2024-03-20 13:30:00-04:00,95879.308762
2024-03-20 15:55:00-04:00,95879.308762
2024-03-21 13:30:00-04:00,95879.308762
2024-03-21 15:55:00-04:00,95879.308762
2024-03-22 13:30:00-04:00,95879.308762
2024-03-22 15:55:00-04:00,95879.308762
2024-03-25 13:30:00-04:00,95879.308762
2024-03-25 15:55:00-04:00,95879.308762
2024-03-26 13:30:00-04:00,95879.308762
2024-03-26 15:55:00-04:00,95879.308762
2024-03-27 13:30:00-04:00,95879.308762
2024-03-27 15:55:00-04:00,95879.308762
2024-03-28 13:30:00-04:00,95879.308762
2024-03-28 15:55:00-04:00,95879.308762
2024-04-01 13:30:00-04:00,95879.308762
2024-04-01 15:55:00-04:00,95879.308762
2024-04-02 13:30:00-04:00,95879.308762
2024-04-02 15:55:00-04:00,95879.308762
2024-04-03 13:30:00-04:00,95879.308762
2024-04-03 15:55:00-04:00,95879.308762
2024-04-04 13:30:00-04:00,95879.308762
2024-04-04 15:55:00-04:00,95879.308762
2024-04-05 13:30:00-04:00,95879.308762
2024-04-05 15:55:00-04:00,95879.308762
2024-04-08 13:30:00-04:00,95879.308762
2024-04-08 15:55:00-04:00,95879.308762
2024-04-09 13:30:00-04:00,95879.308762
2024-04-09 15:55:00-04:00,95879.308762
2024-04-10 13:30:00-04:00,95879.308762
2024-04-10 15:55:00-04:00,95879.308762
2024-04-11 13:30:00-04:00,95879.308762
2024-04-11 15:55:00-04:00,95879.308762
2024-04-12 13:30:00-04:00,95879.308762
2024-04-12 15:55:00-04:00,95879.308762
2024-04-15 13:30:00-04:00,95879.308762
2024-04-15 15:55:00-04:00,95879.308762
2024-04-16 13:30:00-04:00,93961.722587
2024-04-16 15:55:00-04:00,93961.722587
2024-04-17 13:30:00-04:00,93961.722587
2024-04-17 15:55:00-04:00,93961.722587
2024-04-18 13:30:00-04:00,93961.722587
2024-04-18 15:55:00-04:00,93961.722587
2024-04-19 13:30:00-04:00,93961.722587
2024-04-19 15:55:00-04:00,93961.722587
2024-04-22 13:30:00-04:00,93961.722587
2024-04-22 15:55:00-04:00,93961.722587
2024-04-23 13:30:00-04:00,93961.722587
2024-04-23 15:55:00-04:00,93961.722587
2024-04-24 13:30:00-04:00,93961.722587
2024-04-24 15:55:00-04:00,93961.722587
2024-04-25 13:30:00-04:00,93961.722587
2024-04-25 15:55:00-04:00,93961.722587
2024-04-26 13:30:00-04:00,93961.722587
2024-04-26 15:55:00-04:00,93961.722587
2024-04-29 13:30:00-04:00,93961.722587
2024-04-29 15:55:00-04:00,93961.722587
2024-04-30 13:30:00-04:00,93961.722587
2024-04-30 15:55:00-04:00,93961.722587
2024-05-01 13:30:00-04:00,93961.722587
2024-05-01 15:55:00-04:00,93961.722587
2024-05-02 13:30:00-04:00,93961.722587
